DATE,WIND,RAIN,T.MAX,T.MIN,T.MIN.G,IND_0,IND_1,IND_4,IND.1_0.0,IND.1_1.0,IND.1_2.0,IND.1_4.0,IND.2_0.0,IND.2_1.0,IND.2_2.0,IND.2_3.0,IND.2_4.0
1966-09-09,0.2621007573263089,0.0,0.8252788104089219,0.8033898305084746,0.6920529801324502,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-10,0.3938096806058611,0.017910447761194027,0.7918215613382898,0.8610169491525423,0.7847682119205297,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-11,0.13039183404675667,0.14626865671641792,0.6988847583643122,0.8338983050847457,0.7086092715231787,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-12,0.4293710898913401,0.0791044776119403,0.6765799256505576,0.8440677966101695,0.7781456953642383,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-13,0.5074086269344749,0.0,0.6356877323420074,0.7728813559322034,0.7450331125827814,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-14,0.5996048732301614,0.07761194029850746,0.7100371747211895,0.7627118644067796,0.6092715231788078,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-15,0.5363845900559763,0.0,0.5985130111524163,0.7593220338983051,0.7417218543046357,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-16,0.20184392492591374,0.0014925373134328358,0.6133828996282527,0.5525423728813559,0.4933774834437085,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-17,0.06717155087257162,0.0,0.6468401486988847,0.7661016949152543,0.8410596026490065,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-18,0.05630556470200856,0.0014925373134328358,0.6617100371747211,0.6271186440677966,0.5662251655629138,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-19,0.039841949292064534,0.0,0.6728624535315985,0.6305084745762712,0.6258278145695364,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-20,0.05630556470200856,0.0,0.728624535315985,0.6203389830508474,0.49668874172185423,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-21,0.06025683240039513,0.0,0.6282527881040891,0.6542372881355932,0.5264900662251655,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-22,0.08923279552189661,0.0,0.6171003717472118,0.5457627118644068,0.41059602649006616,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-23,0.11952584787619361,0.0,0.5762081784386617,0.8135593220338984,0.6589403973509933,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-24,0.07672044781033915,0.0,0.6951672862453532,0.5389830508474577,0.6707663197729422,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-25,0.1277576555811656,0.0,0.5762081784386617,0.735593220338983,0.6825922421948911,0,0,1,1,0,0,0,1,0,0,0,0
1966-09-26,0.061573921633190656,0.0,0.620817843866171,0.7491525423728813,0.69441816461684,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-27,0.15772143562726376,0.0,0.6022304832713754,0.7898305084745763,0.7062440870387889,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-28,0.1277576555811656,0.017910447761194027,0.620817843866171,0.752542372881356,0.7180700094607378,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-29,0.01382943694435298,0.01044776119402985,0.5427509293680297,0.8101694915254238,0.7298959318826868,1,0,0,1,0,0,0,1,0,0,0,0
1966-09-30,0.07672044781033915,0.2462686567164179,0.591078066914498,0.8101694915254238,0.7417218543046357,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-01,0.1399407309845242,0.013432835820895522,0.5464684014869887,0.6983050847457627,0.6423841059602649,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-02,0.14257490945011525,0.12238805970149252,0.5613382899628252,0.6440677966101696,0.5430463576158939,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-03,0.7010207441554165,0.19552238805970149,0.40148698884758355,0.6949152542372882,0.5695364238410595,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-04,0.5857754362858083,0.0029850746268656717,0.43866171003717463,0.6610169491525424,0.5927152317880794,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-05,0.2495884096147514,0.22238805970149253,0.5353159851301115,0.6779661016949152,0.6258278145695364,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-06,0.319723411261113,0.0626865671641791,0.6356877323420074,0.7762711864406779,0.6821192052980132,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-07,0.0658544616397761,0.14776119402985075,0.5353159851301115,0.6271186440677966,0.4602649006622516,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-08,0.14553836022390518,0.0,0.5464684014869887,0.5864406779661017,0.42715231788079466,1,0,0,1,0,0,0,1,0,0,0,0
